N°,Couleur,inventaire,Format,Etagère,"valeur stock(€)",Région,Appellation,Domaine,Cuvée,Millésime,Date d'achat,Fournisseur,Qté,Prix unitaire (€),franc,"Prix total (€)",boire à partir de,apogée début,apogée fin,boire avant,Commentaires,Cote unitaire,Cote Totale
890.1,,1,,M5,17,Rhône,Chateauneuf-du-Pape,Domaine de la Solitude,Cornelia Constanza,2018,20200701,au domaine,1,16.7,,17,2020,2020,2035,,allocation 2020,,
889.1,,2,,L2,15,Rhône,Chateauneuf-du-Pape,Domaine de la Solitude,Tradition rouge ,2018,20200701,au domaine,2,7.5,,15,,,,,allocation 2020,,
885.1,B,2,,M1,29,Rhône,Chateauneuf-du-Pape,Domaine de la Solitude,Barberini Blanc,2019,20200701,au domaine,2,14.3,,29,2020,2021,2021-2028,2028+,,,
888.1,B,2,,L2,15,Rhône,Chateauneuf-du-Pape,Domaine de la Solitude,Tradition blanc,2019,20200701,au domaine,2,7.5,,15,,,,,allocation 2020,,
929.1,,18,,A4,51,Bordeaux,Bordeaux,Château Marjosse,,2019,20200703,Duclos,18,2.8,,51,2023,2023,2027,2028,Acheté en primeur - A livrer S1 2022,,
899.1,,18,,S5,48,Bordeaux,Cru Bourgeois,Château Fleur La Mothe,,2019,20200806,au domaine,18,2.7,,48,2023,,2026-2036,,Primeur via Antoine Guigon,,
724.2,B,0,,,,Loire,Cheverny,Domaine de la desoucherie,sauvignon Chardonnay,2018,20201001,Nicolas,6,3.2,,19,,,,,,,
946,B,4,,L3,25,Bourgogne,Meursault,Domaine Bouchard&Fils,"""Les Clous""",2017,20201118,au Domaine,5,6.2,,31,2020,2021,2026,2028,acheté via Samantha Luna Mendoza,,
948,B,3,,Bo1,32,Bourgogne,Meursault,Domaine Bouchard&Fils,"""Les Gouttes d'Or"" 1er Cru",2018,20201118,au Domaine,3,10.6,,32,2021,2022,2027,2029,acheté via Samantha Luna Mendoza,,
949,B,4,,Bo3,42,Bourgogne,Meursault,Domaine Bouchard&Fils,"""Charmes"" 1er Cru",2018,20201118,au Domaine,4,10.6,,42,2021,2022,2027,2029,acheté via Samantha Luna Mendoza,,
947,B,6,,Bo1,70,Bourgogne,Meursault,Domaine Bouchard&Fils,"""Les Perrières"" 1er Cru",2018,20201118,au Domaine,6,11.6,,70,2021,2022,2027,2029,acheté via Samantha Luna Mendoza,,
950,B,10,0.5,L4,42,Champagne,Champagne,Domaine Henriot,Blanc de blanc,,20201118,au Domaine,10,4.2,,42,,,,,acheté via Samantha Luna Mendoza,,
951,,6,,A3,42,Sud-Ouest,Madiran,Château Montus,,2015,20201120,1jour1vin,6,7.0,,42,,,,,,,
954,B,2,,D13,11,Jura,Arbois,Domaine Marcel Cabellier,Vin Jaune,2011,20201215,Auchan,2,5.3,,11,2020,2030,2040,,,,
952,B,2,,J3,47,Jura,Arbois,Domaine StéphaneTissot ,"Vin Jaune ""W"" ",2011,20210103,Carré des vins,2,23.3,,47,2020,2031,2051,2070,,,
953,B,1,,J3,25,Jura,Arbois,Domaine Jacques Puffeney,Vin Jaune,2013,20210103,Carré des vins,1,24.7,,25,2020,2023,2063,2080,,,
964,B,1,,D10,6,Alsace,Alsace,Domaine Albert Mann,Pino Gris,2017,20210315,Chateaunet,1,5.7,,6,,,,,,,
961,B,1,,G15,7,Espagne,Jerez ,Domaine Williams & Humbert,Amontillado 12 ans,,20210315,Chateaunet,1,6.7,,7,,,,,,,
962,B,0,,,0,Jura,Crémant,Domaine Stéphane Tissot,,,20210315,Chateaunet,1,6.3,,6,2021,2021,2024,,Bue le 30 mai avec Fet V. Très bon,,
963,,6,,B4,23,Rhône,Vin de France Syrah,Domaine Jean-Michel Gérin,La Champine,2016,20210315,Chateaunet,6,3.8,,23,2020,2021,2023,,,,
965,B,1,,J1,12,Japon,Yamanashi,Domaine Grace Winery,Hishiyama Vineyard Private Reserve (100% Koshu),2019,20210328,1jour1vin,1,11.5,,12,2020,2021,2023,2023,,,
966,,3,,B4,10,Sud-Ouest,Fronton,Château Laurou,Délit d'Initiés (100% Négrette),2018,20210328,1jour1vin,3,3.3,,10,2020,2021,2024,2026,,,
967,,4,,B4,16,Sud-Ouest,Fronton,Château Laurou,Les Complices (50%Négrette+50%Syrah),2018,20210328,1jour1vin,4,4.0,,16,2020,2021,2024,2026,,,
970,B,0,,L5,0,Jura,Crémant du Jura,Domaine Stéphane Tissot,Crémant,-,20210429,Carré des vins,1,9.0,,9,2021,2021,2025,2027,,,
971,B,1,,L1,4,Languedoc,Minervois,Domaine de Courbissac,"""Les Traverses"" Blanc",2020,20210429,Carré des vins,1,3.9,,4,2021,2022,2025,2028,,,
972,B,1,,L1,5,Languedoc,Minervois,Domaine de Courbissac,"""L'orange""",2020,20210429,Carré des vins,1,5.0,,5,2021,2021,2025,2028,,,
969,,2,,L2,56,Rhône,Châteauneuf du Pape,Château de Beaucastel,Rouge,2018,20210429,Carré des vins,2,28.0,,56,2026,2032,2048,2058+,,,
968,B,1,,A1,28,Rhône,Châteauneuf du Pape,Château de Beaucastel,Blanc,2019,20210429,Carré des vins,1,28.0,,28,2021,2022,2027,2029+,,,
973,B doux,12,0.5,,120,Bordeaux,Sauternes,Château Suduiraut,,2020,20210522,Châteauprimeur,12,10.0,,120,2025,2030,2040,2050+,achat primeur livrable S1 2023,,
974,B doux,1,,K12,17,Loire,Vouvray,Domaine du Clos naudin,"Moelleux ""Réserve"" ",2018,20210905,Carré des vins,1,16.5,,17,2021,2028,2048,?,,,
975,B doux,2,,K12,40,Loire,Vouvray,Domaine du Clos naudin,"Moelleux ""Réserve"" ",2020,20210905,Carré des vins,2,19.8,,40,2024,2030,2050,?,,,
976,,3,,S1,36,Loire,Chinon,Domaine Charles Joguet,Clos du Chêne vert,2017,20211007,1jour1vin,3,12.0,,36,2022,2024,2030,2030+,,,
977,,3,,S1,40,Loire,Chinon,Domaine Charles Joguet,Clos de la Dioterie,2017,20211007,1jour1vin,3,13.3,,40,2024,2026,2030,2030+,,,
978,,6,,S5,36,Normandie,Poiré,Domaine Eric Bordelet,Poiré Granit,2020,20211007,1jour1vin,6,6.0,,36,2022,2022,2030,2030+,,,
981,B doux,1,0.67,D8,10,Alsace,Alsace,Domaine Albert Mann,Gewurztraminer Grand cru Furstentum Vendanges tradives,2018,20211121,1jour1vin,1,10.0,,10,,,,2028,,,
982,B doux,1,0.67,D8,9,Alsace,Alsace,Domaine Albert Mann,Pinot Gris Altenbourg Vendanges tardives,2016,20211121,1jour1vin,1,8.7,,9,,,,2026,,,
979,B doux,4,0.67,K4,17,Loire,Coteaux du Layon,Domaine des Deux Vallées,"""Clos de la motte""",2020,20211121,1jour1vin,4,4.3,,17,,,,2030+,,,
980,B doux,3,,K9,15,Loire,Coteaux du Layon Chaume,Domaine des Deux Vallées,Chaume 1er cru,2019,20211121,1jour1vin,3,5.0,,15,,,,2035+,,,
980.1,B,1,0.67,???,10,Jura,Côtes du Jura,Domaine Badoz,"Vin jaune ""Les Roussots""",2014,20211121,1jour1vin,1,10.0,,10,,,,,,,
984,B,2,,D8,57,Alsace,Alsace,Domaine Zind-Humbrecht,Riesling Rangen de Thann Clos St-Urbain,2018,20211202,1jour1vin,2,28.3,,57,2022,,,2045+,,,
983,B,2,,D8,57,Alsace,Alsace,Domaine Zind-Humbrecht,Pinot gris Rangen de Thann Clos St-Urbain,2019,20211202,1jour1vin,2,28.3,,57,2023,,,2040+,,,
985,,3,,T2,49,Loire,Chinon,Domaine Charles Joguet,Clos de la Dioterie,2015,20211203,Idealwine,3,16.3,,49,,2025,2030,2035,,,
988,B,1,,D14,32,Jura,Château-Chalon,Domaine Jean Macle,Savagnin,2013,20211223,Carré des vins,1,31.7,,32,2021,2023,2063,2063+,,,
986,B,1,,G2,14,Jura,Arbois,Domaine du Pélican,"Chardonnay ""En Barbi""",2018,20211223,Carré des vins,1,14.0,,14,2021,2022,2032,2034,,,
987,B,1,,G2,14,Jura,Arbois,Domaine du Pélican,"Savagnin ""Grand Curoulet""",2018,20211223,Carré des vins,1,14.0,,14,2021,2022,2032,2034,,,
989,B,6,,S2,37,Champagne,Champagne,Domaine Henriot,"""Souverain"" brut",,20220201,Au Domaine,6,6.2,,37,,,,,acheté via Vincent/Samantha,,
989,B,24,0.5,L5,81,Champagne,Champagne,Domaine Henriot,"""Souverain"" brut",,20220201,Au Domaine,24,3.4,,81,,,,,acheté via Vincent/Samantha,,
990,B,18,,L5,112,Champagne,Champagne,Domaine Henriot,"""Souverain"" brut",,20220201,Au Domaine,18,6.2,,112,,,,,acheté via Vincent/Samantha,,
991,B,2,,J2,17,Jura,Arbois,Domaine Lucien Aviet&Fils,"Melon à Queue Rouge ""Cuvée des Docteurs""",2020,20220308,Carré des vins,2,8.3,,17,2023,2023,2028,2030,,,
992,B,2,,D12,48,Jura,Arbois,Domaine Lucien Aviet&Fils,"Vin Jaune ""Cuvée de la Confrérie""",2013,20220308,Carré des vins,2,24.0,,48,2022,2023,2043,?,,,
994,B,2,,N13,11,Jura,Jura,Domaine Marcel Cabelier,Vin Jaune,2012,,,2,5.3,,11,2021,2031,2041,,,,
